epoch:0000	loss:0.198545039
epoch:0067	loss:0.036488920
epoch:0068	loss:0.036544126
epoch:0069	loss:0.036456343
epoch:0070	loss:0.036460977
epoch:0071	loss:0.036340263
epoch:0072	loss:0.036378827
epoch:0073	loss:0.036272023
epoch:0074	loss:0.036292959
epoch:0075	loss:0.036346015
epoch:0076	loss:0.036289658
epoch:0077	loss:0.036259137
epoch:0078	loss:0.036162868
epoch:0079	loss:0.036167573
epoch:0080	loss:0.036166105
epoch:0081	loss:0.036116686
epoch:0082	loss:0.036089495
epoch:0083	loss:0.035914954
epoch:0084	loss:0.036012072
epoch:0085	loss:0.036105417
epoch:0086	loss:0.035869014
epoch:0087	loss:0.035977129
epoch:0088	loss:0.035765126
epoch:0089	loss:0.035865169
epoch:0090	loss:0.035798963
epoch:0091	loss:0.035934623
epoch:0092	loss:0.035766974
epoch:0093	loss:0.035795260
epoch:0094	loss:0.035769343
epoch:0095	loss:0.035609744
epoch:0096	loss:0.035830006
epoch:0097	loss:0.035739936
epoch:0098	loss:0.035697922
epoch:0099	loss:0.035595700
epoch:0100	loss:0.035811052
epoch:0101	loss:0.035625327
epoch:0102	loss:0.035617672
epoch:0103	loss:0.035526060
epoch:0104	loss:0.035620540
epoch:0105	loss:0.035577748
epoch:0106	loss:0.035550080
epoch:0107	loss:0.035594855
epoch:0108	loss:0.035400044
epoch:0109	loss:0.035362549
epoch:0110	loss:0.035483554
epoch:0111	loss:0.035354249
epoch:0112	loss:0.035413425
epoch:0113	loss:0.035425887
epoch:0114	loss:0.035320446
epoch:0115	loss:0.035380565
epoch:0116	loss:0.035222206
epoch:0117	loss:0.035294350
epoch:0118	loss:0.035273209
epoch:0119	loss:0.035236500
epoch:0120	loss:0.035311084
epoch:0121	loss:0.035264883
epoch:0122	loss:0.035141516
epoch:0123	loss:0.035219338
epoch:0124	loss:0.035089292
epoch:0125	loss:0.035172597
epoch:0126	loss:0.035164166
epoch:0127	loss:0.035186689
epoch:0128	loss:0.035072681
epoch:0129	loss:0.035099659
epoch:0130	loss:0.035135880
epoch:0131	loss:0.035085835
epoch:0132	loss:0.034930874
epoch:0133	loss:0.034979369
epoch:0134	loss:0.035020001
epoch:0135	loss:0.034940753
epoch:0136	loss:0.034957983
epoch:0137	loss:0.034875009
epoch:0138	loss:0.034747448
epoch:0139	loss:0.034998253
epoch:0140	loss:0.034915075
epoch:0141	loss:0.034936789
epoch:0142	loss:0.034881677
epoch:0143	loss:0.034826942
epoch:0144	loss:0.034808453
epoch:0145	loss:0.034690645
epoch:0146	loss:0.034827217
epoch:0147	loss:0.034745302
epoch:0148	loss:0.034783337
epoch:0149	loss:0.034709930
epoch:0150	loss:0.034682129
epoch:0151	loss:0.034780279
epoch:0152	loss:0.034757785
epoch:0153	loss:0.034700375
epoch:0154	loss:0.034631416
epoch:0155	loss:0.034663156
epoch:0156	loss:0.034572929
epoch:0157	loss:0.034645543
epoch:0158	loss:0.034607373
epoch:0159	loss:0.034615245
epoch:0160	loss:0.034650486
epoch:0161	loss:0.034702465
epoch:0162	loss:0.034598101
epoch:0163	loss:0.034630649
epoch:0164	loss:0.034528993
epoch:0165	loss:0.034637872
epoch:0166	loss:0.034581248
epoch:0167	loss:0.034576520
epoch:0168	loss:0.034575325
epoch:0169	loss:0.034567889
epoch:0170	loss:0.034527376
epoch:0171	loss:0.034485556
epoch:0172	loss:0.034596432
epoch:0173	loss:0.034567125
epoch:0174	loss:0.034477949
epoch:0175	loss:0.034491424
epoch:0176	loss:0.034522444
epoch:0177	loss:0.034522656
epoch:0178	loss:0.034502264
epoch:0179	loss:0.034531236
epoch:0180	loss:0.034531675
epoch:0181	loss:0.034379922
epoch:0182	loss:0.034506481
epoch:0183	loss:0.034509901
epoch:0184	loss:0.034459431
epoch:0185	loss:0.034368753
epoch:0186	loss:0.034392588
epoch:0187	loss:0.034398023
epoch:0188	loss:0.034407869
epoch:0189	loss:0.034458760
epoch:0190	loss:0.034355473
epoch:0191	loss:0.034264270
epoch:0192	loss:0.034308404
epoch:0193	loss:0.034346931
epoch:0194	loss:0.034331258
epoch:0195	loss:0.034239590
epoch:0196	loss:0.034307431
epoch:0197	loss:0.034218740
epoch:0198	loss:0.034334447
epoch:0199	loss:0.034362875
epoch:0200	loss:0.034326248
epoch:0201	loss:0.034270603
epoch:0202	loss:0.034250829
epoch:0203	loss:0.034309525
epoch:0204	loss:0.034194268
epoch:0205	loss:0.034356385
epoch:0206	loss:0.034225225
epoch:0207	loss:0.034288228
epoch:0208	loss:0.034322768
epoch:0209	loss:0.034077428
epoch:0210	loss:0.034229673
epoch:0211	loss:0.034267783
epoch:0212	loss:0.034290899
epoch:0213	loss:0.034255542
epoch:0214	loss:0.034263533
epoch:0215	loss:0.034169301
epoch:0216	loss:0.034203798
epoch:0217	loss:0.034216758
epoch:0218	loss:0.034207348
epoch:0219	loss:0.034128584
epoch:0220	loss:0.034111802
epoch:0221	loss:0.034221265
epoch:0222	loss:0.034296285
epoch:0223	loss:0.034318421
epoch:0224	loss:0.034208257
epoch:0225	loss:0.034176499
epoch:0226	loss:0.034134313
epoch:0227	loss:0.034145802
epoch:0228	loss:0.034172304
epoch:0229	loss:0.034139175
epoch:0230	loss:0.034211211
epoch:0231	loss:0.034108162
epoch:0232	loss:0.034163870
epoch:0233	loss:0.034100946
epoch:0234	loss:0.034164425
epoch:0235	loss:0.034189992
epoch:0236	loss:0.034032479
epoch:0237	loss:0.034061499
epoch:0238	loss:0.034159232
epoch:0239	loss:0.034023926
epoch:0240	loss:0.034130074
epoch:0241	loss:0.034103531
epoch:0242	loss:0.034034014
epoch:0243	loss:0.034064174
epoch:0244	loss:0.034085467
epoch:0245	loss:0.034021292
epoch:0246	loss:0.034025148
epoch:0247	loss:0.033978082
epoch:0248	loss:0.034032002
epoch:0249	loss:0.034043469
epoch:0250	loss:0.033912715
epoch:0251	loss:0.033927023
epoch:0252	loss:0.034041040
epoch:0253	loss:0.034002356
epoch:0254	loss:0.033908498
epoch:0255	loss:0.034033179
epoch:0256	loss:0.033925861
epoch:0257	loss:0.033948399
epoch:0258	loss:0.034034319
epoch:0259	loss:0.033908278
epoch:0260	loss:0.033991821
epoch:0261	loss:0.033899449
epoch:0262	loss:0.033915117
epoch:0263	loss:0.033856295
epoch:0264	loss:0.033858232
epoch:0265	loss:0.033841774
epoch:0266	loss:0.033922616
epoch:0267	loss:0.033989165
epoch:0268	loss:0.033948444
epoch:0269	loss:0.033964746
epoch:0270	loss:0.033921283
epoch:0271	loss:0.033884376
epoch:0272	loss:0.033782091
epoch:0273	loss:0.033842713
epoch:0274	loss:0.033803251
epoch:0275	loss:0.033809464
epoch:0276	loss:0.033837758
epoch:0277	loss:0.033885196
epoch:0278	loss:0.033818364
epoch:0279	loss:0.033893932
epoch:0280	loss:0.033833992
epoch:0281	loss:0.033812571
epoch:0282	loss:0.033799242
epoch:0283	loss:0.033910029
epoch:0284	loss:0.033864487
epoch:0285	loss:0.033771615
epoch:0286	loss:0.033791032
epoch:0287	loss:0.033688460
epoch:0288	loss:0.033787314
epoch:0289	loss:0.033850882
epoch:0290	loss:0.033805896
epoch:0291	loss:0.033682417
epoch:0292	loss:0.033798441
epoch:0293	loss:0.033750083
epoch:0294	loss:0.033722661
epoch:0295	loss:0.033729907
epoch:0296	loss:0.033720225
epoch:0297	loss:0.033686776
epoch:0298	loss:0.033743639
epoch:0299	loss:0.033943705
epoch:0300	loss:0.033721022
epoch:0301	loss:0.033725180
epoch:0302	loss:0.033701349
epoch:0303	loss:0.033704538
epoch:0304	loss:0.033709832
epoch:0305	loss:0.033657562
epoch:0306	loss:0.033750236
epoch:0307	loss:0.033672202
epoch:0308	loss:0.033710755
epoch:0309	loss:0.033733211
epoch:0310	loss:0.033683375
epoch:0311	loss:0.033775594
epoch:0312	loss:0.033679865
epoch:0313	loss:0.033824664
epoch:0314	loss:0.033728939
epoch:0315	loss:0.033637200
epoch:0316	loss:0.033750072
epoch:0317	loss:0.033645552
epoch:0318	loss:0.033706505
epoch:0319	loss:0.033773001
epoch:0320	loss:0.033802964
epoch:0321	loss:0.033604592
epoch:0322	loss:0.033692256
epoch:0323	loss:0.033645663
epoch:0324	loss:0.033552133
epoch:0325	loss:0.033590686
epoch:0326	loss:0.033691913
epoch:0327	loss:0.033685979
epoch:0328	loss:0.033599306
epoch:0329	loss:0.033661924
epoch:0330	loss:0.033682045
epoch:0331	loss:0.033665810
epoch:0332	loss:0.033567160
epoch:0333	loss:0.033648446
epoch:0334	loss:0.033608198
epoch:0335	loss:0.033585336
epoch:0336	loss:0.033567809
epoch:0337	loss:0.033557545
epoch:0338	loss:0.033608560
epoch:0339	loss:0.033538420
epoch:0340	loss:0.033627592
epoch:0341	loss:0.033518687
epoch:0342	loss:0.033595033
epoch:0343	loss:0.033594832
epoch:0344	loss:0.033594571
epoch:0345	loss:0.033468708
epoch:0346	loss:0.033581238
epoch:0347	loss:0.033543561
epoch:0348	loss:0.033531211
epoch:0349	loss:0.033567101
epoch:0350	loss:0.033591744
epoch:0351	loss:0.033508271
epoch:0352	loss:0.033561364
epoch:0353	loss:0.033523578
epoch:0354	loss:0.033468168
epoch:0355	loss:0.033570003
epoch:0356	loss:0.033511203
epoch:0357	loss:0.033514399
epoch:0358	loss:0.033548567
epoch:0359	loss:0.033507511
epoch:0360	loss:0.033588387
epoch:0361	loss:0.033562209
epoch:0362	loss:0.033530347
epoch:0363	loss:0.033550993
epoch:0364	loss:0.033496503
epoch:0365	loss:0.033507727
epoch:0366	loss:0.033491783
epoch:0367	loss:0.033479005
epoch:0368	loss:0.033442803
epoch:0369	loss:0.033387110
epoch:0370	loss:0.033476941
epoch:0371	loss:0.033495497
epoch:0372	loss:0.033548854
epoch:0373	loss:0.033449575
epoch:0374	loss:0.033538748
epoch:0375	loss:0.033452690
epoch:0376	loss:0.033372603
epoch:0377	loss:0.033451218
epoch:0378	loss:0.033405293
epoch:0379	loss:0.033434268
epoch:0380	loss:0.033498805
epoch:0381	loss:0.033343434
epoch:0382	loss:0.033496547
epoch:0383	loss:0.033532441
epoch:0384	loss:0.033435978
epoch:0385	loss:0.033549316
epoch:0386	loss:0.033453371
epoch:0387	loss:0.033431437
epoch:0388	loss:0.033470910
epoch:0389	loss:0.033530019
epoch:0390	loss:0.033464987
epoch:0391	loss:0.033422466
epoch:0392	loss:0.033421550
epoch:0393	loss:0.033421561
epoch:0394	loss:0.033414308
epoch:0395	loss:0.033358786
epoch:0396	loss:0.033437233
epoch:0397	loss:0.033440720
epoch:0398	loss:0.033448037
epoch:0399	loss:0.033519678
epoch:0400	loss:0.033434767
epoch:0401	loss:0.033470545
epoch:0402	loss:0.033410419
epoch:0403	loss:0.033420254
epoch:0404	loss:0.033486769
epoch:0405	loss:0.033471428
epoch:0406	loss:0.033426546
epoch:0407	loss:0.033364307
epoch:0408	loss:0.033416566
epoch:0409	loss:0.033381280
epoch:0410	loss:0.033489399
epoch:0411	loss:0.033405457
epoch:0412	loss:0.033458199
epoch:0413	loss:0.033391997
epoch:0414	loss:0.033393160
epoch:0415	loss:0.033401549
epoch:0416	loss:0.033484410
epoch:0417	loss:0.033361673
epoch:0418	loss:0.033375513
epoch:0419	loss:0.033367220
epoch:0420	loss:0.033480365
epoch:0421	loss:0.033427190
epoch:0422	loss:0.033375829
epoch:0423	loss:0.033452678
epoch:0424	loss:0.033400014
epoch:0425	loss:0.033363476
epoch:0426	loss:0.033387296
epoch:0427	loss:0.033425517
epoch:0428	loss:0.033477511
epoch:0429	loss:0.033378743
epoch:0430	loss:0.033425115
epoch:0431	loss:0.033467438
epoch:0432	loss:0.033364151
epoch:0433	loss:0.033422895
epoch:0434	loss:0.033447221
epoch:0435	loss:0.033381931
epoch:0436	loss:0.033362225
epoch:0437	loss:0.033445075
epoch:0438	loss:0.033407431
epoch:0439	loss:0.033400849
epoch:0440	loss:0.033367708
epoch:0441	loss:0.033378150
epoch:0442	loss:0.033384278
epoch:0443	loss:0.033346619
epoch:0444	loss:0.033326495
epoch:0445	loss:0.033300109
epoch:0446	loss:0.033353474
epoch:0447	loss:0.033343758
epoch:0448	loss:0.033375785
epoch:0449	loss:0.033354878
epoch:0450	loss:0.033340428
epoch:0451	loss:0.033360612
epoch:0452	loss:0.033293769
epoch:0453	loss:0.033406135
epoch:0454	loss:0.033411350
epoch:0455	loss:0.033284955
epoch:0456	loss:0.033348281
epoch:0457	loss:0.033399422
epoch:0458	loss:0.033366598
epoch:0459	loss:0.033351019
epoch:0460	loss:0.033333361
epoch:0461	loss:0.033299226
epoch:0462	loss:0.033329625
epoch:0463	loss:0.033243231
epoch:0464	loss:0.033236317
epoch:0465	loss:0.033407293
epoch:0466	loss:0.033337411
epoch:0467	loss:0.033358283
epoch:0468	loss:0.033329174
epoch:0469	loss:0.033293273
epoch:0470	loss:0.033309821
epoch:0471	loss:0.033306159
epoch:0472	loss:0.033331495
epoch:0473	loss:0.033264443
epoch:0474	loss:0.033291847
epoch:0475	loss:0.033308070
epoch:0476	loss:0.033337895
epoch:0477	loss:0.033252470
epoch:0478	loss:0.033261228
epoch:0479	loss:0.033254262
epoch:0480	loss:0.033298705
epoch:0481	loss:0.033225365
epoch:0482	loss:0.033286076
epoch:0483	loss:0.033251826
epoch:0484	loss:0.033317778
epoch:0485	loss:0.033291407
epoch:0486	loss:0.033291012
epoch:0487	loss:0.033368517
epoch:0488	loss:0.033243634
epoch:0489	loss:0.033183482
epoch:0490	loss:0.033305015
epoch:0491	loss:0.033191953
epoch:0492	loss:0.033219919
epoch:0493	loss:0.033265442
epoch:0494	loss:0.033282273
epoch:0495	loss:0.033437833
epoch:0496	loss:0.033206902
epoch:0497	loss:0.033287678
epoch:0498	loss:0.033267807
epoch:0499	loss:0.033284891
epoch:0500	loss:0.033249006
epoch:0501	loss:0.033274427
epoch:0502	loss:0.033425983
epoch:0503	loss:0.033322550
epoch:0504	loss:0.033230316
epoch:0505	loss:0.033273783
epoch:0506	loss:0.033264231
epoch:0507	loss:0.033376645
epoch:0508	loss:0.033295717
epoch:0509	loss:0.033256099
epoch:0510	loss:0.033242699
epoch:0511	loss:0.033259954
epoch:0512	loss:0.033223778
epoch:0513	loss:0.033300783
epoch:0514	loss:0.033315264
epoch:0515	loss:0.033245504
epoch:0516	loss:0.033372588
epoch:0517	loss:0.033258807
epoch:0518	loss:0.033221059
epoch:0519	loss:0.033254437
epoch:0520	loss:0.033305887
epoch:0521	loss:0.033281401
epoch:0522	loss:0.033280380
epoch:0523	loss:0.033269271
epoch:0524	loss:0.033286218
epoch:0525	loss:0.033365127
epoch:0526	loss:0.033293393
epoch:0527	loss:0.033257190
epoch:0528	loss:0.033214536
epoch:0529	loss:0.033245176
epoch:0530	loss:0.033313103
epoch:0531	loss:0.033284698
epoch:0532	loss:0.033179346
epoch:0533	loss:0.033266980
epoch:0534	loss:0.033313002
epoch:0535	loss:0.033255588
epoch:0536	loss:0.033221044
epoch:0537	loss:0.033298261
epoch:0538	loss:0.033257332
epoch:0539	loss:0.033248793
epoch:0540	loss:0.033283189
epoch:0541	loss:0.033222225
epoch:0542	loss:0.033220038
epoch:0543	loss:0.033321906
epoch:0544	loss:0.033229064
epoch:0545	loss:0.033293758
epoch:0546	loss:0.033340894
epoch:0547	loss:0.033229966
epoch:0548	loss:0.033217974
epoch:0549	loss:0.033174817
epoch:0550	loss:0.033284117
epoch:0551	loss:0.033225775
epoch:0552	loss:0.033247471
epoch:0553	loss:0.033210091
epoch:0554	loss:0.033179786
epoch:0555	loss:0.033302829
epoch:0556	loss:0.033299655
epoch:0557	loss:0.033275452
epoch:0558	loss:0.033175603
epoch:0559	loss:0.033303276
epoch:0560	loss:0.033263460
epoch:0561	loss:0.033271085
epoch:0562	loss:0.033253495
epoch:0563	loss:0.033261400
epoch:0564	loss:0.033244282
epoch:0565	loss:0.033156652
epoch:0566	loss:0.033254262
epoch:0567	loss:0.033269029
epoch:0568	loss:0.033231601
epoch:0569	loss:0.033210732
epoch:0570	loss:0.033206556
epoch:0571	loss:0.033255182
epoch:0572	loss:0.033204541
epoch:0573	loss:0.033263579
epoch:0574	loss:0.033250730
epoch:0575	loss:0.033138901
epoch:0576	loss:0.033241145
epoch:0577	loss:0.033223186
epoch:0578	loss:0.033132982
epoch:0579	loss:0.033244416
epoch:0580	loss:0.033171438
epoch:0581	loss:0.033204257
epoch:0582	loss:0.033218458
epoch:0583	loss:0.033208687
epoch:0584	loss:0.033200778
epoch:0585	loss:0.033121705
epoch:0586	loss:0.033251710
epoch:0587	loss:0.033143487
epoch:0588	loss:0.033210739
epoch:0589	loss:0.033095855
epoch:0590	loss:0.033314038
epoch:0591	loss:0.033181213
epoch:0592	loss:0.033219825
epoch:0593	loss:0.033135954
epoch:0594	loss:0.033231519
epoch:0595	loss:0.033144280
epoch:0596	loss:0.033056717
epoch:0597	loss:0.033275936
epoch:0598	loss:0.033094443
epoch:0599	loss:0.033231277
epoch:0600	loss:0.033224832
epoch:0601	loss:0.033088174
epoch:0602	loss:0.033200767
epoch:0603	loss:0.033199511
epoch:0604	loss:0.033175327
epoch:0605	loss:0.033168461
